Datum,Jahr,Monat,Tag_des_Monats,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Temperatur_Code,Wettercode_Ueberkat,Windgeschwindigkeit_kodiert
2013-08-20,2013,8,20,7,17.775,8,61,3,1,1
2013-09-08,2013,9,8,7,20.1625,8,61,3,1,1
2013-10-08,2013,10,8,6,15.1125,8,61,3,1,1
2014-06-11,2014,6,11,7,20.5,8,61,3,1,1
2014-06-26,2014,6,26,6,17.575,8,63,3,1,1
2014-06-29,2014,6,29,7,17.3125,8,61,3,1,1
2014-08-15,2014,8,15,6,18.3625,8,61,3,1,1
2015-07-27,2015,7,27,7,15.875,8,61,3,1,1
2015-08-15,2015,8,15,7,20.875,8,61,3,1,1
2015-08-31,2015,8,31,3,21.875,8,65,3,1,1
2016-06-14,2016,6,14,7,16.5,8,61,3,1,1
2016-07-08,2016,7,8,6,19.125,8,63,3,1,1
2016-09-02,2016,9,2,4,19.125,8,61,3,1,1
2016-09-04,2016,9,4,6,19.25,8,61,3,1,1
2017-06-29,2017,6,29,7,17.875,8,61,3,1,1
2017-08-02,2017,8,2,5,21.375,8,61,3,1,1
2017-08-11,2017,8,11,7,16.375,8,61,3,1,1
2017-08-12,2017,8,12,7,15.5625,8,61,3,1,1
2018-06-10,2018,6,10,7,19.1,8,61,3,1,1
2018-08-13,2018,8,13,7,21.9125,8,61,3,1,1
2013-09-11,2013,9,11,6,13.9,8,61,2,1,1
2013-10-04,2013,10,4,5,11.2,8,63,2,1,1
2013-10-21,2013,10,21,7,14.2625,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-01-18,2014,1,18,7,5.8875,8,61,2,1,1
2014-02-19,2014,2,19,7,6.325,8,61,2,1,1
2014-04-06,2014,4,6,7,12.1875,8,63,2,1,1
2014-05-19,2014,5,19,6,13.7625,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-04-25,2015,4,25,7,13.75,8,63,2,1,1
2015-05-18,2015,5,18,6,11.625,8,61,2,1,1
2015-05-29,2015,5,29,6,14.625,8,61,2,1,1
2015-06-22,2015,6,22,5,13.5,8,61,2,1,1
2015-09-25,2015,9,25,4,14.875,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-01-10,2016,1,10,7,2.125,8,63,2,1,1
2016-01-12,2016,1,12,7,4,8,63,2,1,1
2016-04-15,2016,4,15,7,10.625,8,61,2,1,1
2016-04-27,2016,4,27,7,4.875,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-01-19,2017,1,19,8,1.5,8,61,2,1,1
2017-01-29,2017,1,29,7,4.75,8,61,2,1,1
2017-02-19,2017,2,19,7,5.625,8,61,2,1,1
2017-03-20,2017,3,20,7,10.25,8,61,2,1,1
2017-05-16,2017,5,16,7,14.125,8,61,2,1,1
2017-06-08,2017,6,8,7,14.875,8,61,2,1,1
2017-09-19,2017,9,19,5,14.3875,8,65,2,1,1
2017-10-24,2017,10,24,7,11.925,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-01-02,2018,1,2,6,5.7,8,61,2,1,1
2018-01-06,2018,1,6,7,3.1875,8,61,2,1,1
2018-03-08,2018,3,8,5,4.4625,8,61,2,1,1
2018-03-26,2018,3,26,7,5.0375,8,61,2,1,1
2018-04-16,2018,4,16,2,13.875,8,63,2,1,1
2018-04-28,2018,4,28,7,14.65,8,61,2,1,1
2018-10-04,2018,10,4,7,14.2625,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2019-05-08,2019,5,8,6,12.8125,8,61,2,1,1
2013-09-11,2013,9,11,6,13.9,8,61,2,1,1
2013-10-04,2013,10,4,5,11.2,8,63,2,1,1
2013-10-21,2013,10,21,7,14.2625,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-01-18,2014,1,18,7,5.8875,8,61,2,1,1
2014-02-19,2014,2,19,7,6.325,8,61,2,1,1
2014-04-06,2014,4,6,7,12.1875,8,63,2,1,1
2014-05-19,2014,5,19,6,13.7625,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-04-25,2015,4,25,7,13.75,8,63,2,1,1
2015-05-18,2015,5,18,6,11.625,8,61,2,1,1
2015-05-29,2015,5,29,6,14.625,8,61,2,1,1
2015-06-22,2015,6,22,5,13.5,8,61,2,1,1
2015-09-25,2015,9,25,4,14.875,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-01-10,2016,1,10,7,2.125,8,63,2,1,1
2016-01-12,2016,1,12,7,4,8,63,2,1,1
2016-04-15,2016,4,15,7,10.625,8,61,2,1,1
2016-04-27,2016,4,27,7,4.875,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-01-19,2017,1,19,8,1.5,8,61,2,1,1
2017-01-29,2017,1,29,7,4.75,8,61,2,1,1
2017-02-19,2017,2,19,7,5.625,8,61,2,1,1
2017-03-20,2017,3,20,7,10.25,8,61,2,1,1
2017-05-16,2017,5,16,7,14.125,8,61,2,1,1
2017-06-08,2017,6,8,7,14.875,8,61,2,1,1
2017-09-19,2017,9,19,5,14.3875,8,65,2,1,1
2017-10-24,2017,10,24,7,11.925,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-01-02,2018,1,2,6,5.7,8,61,2,1,1
2018-01-06,2018,1,6,7,3.1875,8,61,2,1,1
2018-03-08,2018,3,8,5,4.4625,8,61,2,1,1
2018-03-26,2018,3,26,7,5.0375,8,61,2,1,1
2018-04-16,2018,4,16,2,13.875,8,63,2,1,1
2018-04-28,2018,4,28,7,14.65,8,61,2,1,1
2018-10-04,2018,10,4,7,14.2625,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2019-05-08,2019,5,8,6,12.8125,8,61,2,1,1
2013-09-11,2013,9,11,6,13.9,8,61,2,1,1
2013-10-04,2013,10,4,5,11.2,8,63,2,1,1
2013-10-21,2013,10,21,7,14.2625,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-01-18,2014,1,18,7,5.8875,8,61,2,1,1
2014-02-19,2014,2,19,7,6.325,8,61,2,1,1
2014-04-06,2014,4,6,7,12.1875,8,63,2,1,1
2014-05-19,2014,5,19,6,13.7625,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-04-25,2015,4,25,7,13.75,8,63,2,1,1
2015-05-18,2015,5,18,6,11.625,8,61,2,1,1
2015-05-29,2015,5,29,6,14.625,8,61,2,1,1
2015-06-22,2015,6,22,5,13.5,8,61,2,1,1
2015-09-25,2015,9,25,4,14.875,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-01-10,2016,1,10,7,2.125,8,63,2,1,1
2016-01-12,2016,1,12,7,4,8,63,2,1,1
2016-04-15,2016,4,15,7,10.625,8,61,2,1,1
2016-04-27,2016,4,27,7,4.875,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-01-19,2017,1,19,8,1.5,8,61,2,1,1
2017-01-29,2017,1,29,7,4.75,8,61,2,1,1
2017-02-19,2017,2,19,7,5.625,8,61,2,1,1
2017-03-20,2017,3,20,7,10.25,8,61,2,1,1
2017-05-16,2017,5,16,7,14.125,8,61,2,1,1
2017-06-08,2017,6,8,7,14.875,8,61,2,1,1
2017-09-19,2017,9,19,5,14.3875,8,65,2,1,1
2017-10-24,2017,10,24,7,11.925,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-01-02,2018,1,2,6,5.7,8,61,2,1,1
2018-01-06,2018,1,6,7,3.1875,8,61,2,1,1
2018-03-08,2018,3,8,5,4.4625,8,61,2,1,1
2018-03-26,2018,3,26,7,5.0375,8,61,2,1,1
2018-04-16,2018,4,16,2,13.875,8,63,2,1,1
2018-04-28,2018,4,28,7,14.65,8,61,2,1,1
2018-10-04,2018,10,4,7,14.2625,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2019-05-08,2019,5,8,6,12.8125,8,61,2,1,1
2013-09-11,2013,9,11,6,13.9,8,61,2,1,1
2013-10-04,2013,10,4,5,11.2,8,63,2,1,1
2013-10-21,2013,10,21,7,14.2625,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-01-18,2014,1,18,7,5.8875,8,61,2,1,1
2014-02-19,2014,2,19,7,6.325,8,61,2,1,1
2014-04-06,2014,4,6,7,12.1875,8,63,2,1,1
2014-05-19,2014,5,19,6,13.7625,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-04-25,2015,4,25,7,13.75,8,63,2,1,1
2015-05-18,2015,5,18,6,11.625,8,61,2,1,1
2015-05-29,2015,5,29,6,14.625,8,61,2,1,1
2015-06-22,2015,6,22,5,13.5,8,61,2,1,1
2015-09-25,2015,9,25,4,14.875,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-01-10,2016,1,10,7,2.125,8,63,2,1,1
2016-01-12,2016,1,12,7,4,8,63,2,1,1
2016-04-15,2016,4,15,7,10.625,8,61,2,1,1
2016-04-27,2016,4,27,7,4.875,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-01-19,2017,1,19,8,1.5,8,61,2,1,1
2017-01-29,2017,1,29,7,4.75,8,61,2,1,1
2017-02-19,2017,2,19,7,5.625,8,61,2,1,1
2017-03-20,2017,3,20,7,10.25,8,61,2,1,1
2017-05-16,2017,5,16,7,14.125,8,61,2,1,1
2017-06-08,2017,6,8,7,14.875,8,61,2,1,1
2017-09-19,2017,9,19,5,14.3875,8,65,2,1,1
2017-10-24,2017,10,24,7,11.925,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-01-02,2018,1,2,6,5.7,8,61,2,1,1
2018-01-06,2018,1,6,7,3.1875,8,61,2,1,1
2018-03-08,2018,3,8,5,4.4625,8,61,2,1,1
2018-03-26,2018,3,26,7,5.0375,8,61,2,1,1
2018-04-16,2018,4,16,2,13.875,8,63,2,1,1
2018-04-28,2018,4,28,7,14.65,8,61,2,1,1
2018-10-04,2018,10,4,7,14.2625,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2019-05-08,2019,5,8,6,12.8125,8,61,2,1,1
2013-09-11,2013,9,11,6,13.9,8,61,2,1,1
2013-10-04,2013,10,4,5,11.2,8,63,2,1,1
2013-10-21,2013,10,21,7,14.2625,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-01-18,2014,1,18,7,5.8875,8,61,2,1,1
2014-02-19,2014,2,19,7,6.325,8,61,2,1,1
2014-04-06,2014,4,6,7,12.1875,8,63,2,1,1
2014-05-19,2014,5,19,6,13.7625,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-04-25,2015,4,25,7,13.75,8,63,2,1,1
2015-05-18,2015,5,18,6,11.625,8,61,2,1,1
2015-05-29,2015,5,29,6,14.625,8,61,2,1,1
2015-06-22,2015,6,22,5,13.5,8,61,2,1,1
2015-09-25,2015,9,25,4,14.875,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-01-10,2016,1,10,7,2.125,8,63,2,1,1
2016-01-12,2016,1,12,7,4,8,63,2,1,1
2016-04-15,2016,4,15,7,10.625,8,61,2,1,1
2016-04-27,2016,4,27,7,4.875,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-01-19,2017,1,19,8,1.5,8,61,2,1,1
2017-01-29,2017,1,29,7,4.75,8,61,2,1,1
2017-02-19,2017,2,19,7,5.625,8,61,2,1,1
2017-03-20,2017,3,20,7,10.25,8,61,2,1,1
2017-05-16,2017,5,16,7,14.125,8,61,2,1,1
2017-06-08,2017,6,8,7,14.875,8,61,2,1,1
2017-09-19,2017,9,19,5,14.3875,8,65,2,1,1
2017-10-24,2017,10,24,7,11.925,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-01-02,2018,1,2,6,5.7,8,61,2,1,1
2018-01-06,2018,1,6,7,3.1875,8,61,2,1,1
2018-03-08,2018,3,8,5,4.4625,8,61,2,1,1
2018-03-26,2018,3,26,7,5.0375,8,61,2,1,1
2018-04-16,2018,4,16,2,13.875,8,63,2,1,1
2018-04-28,2018,4,28,7,14.65,8,61,2,1,1
2018-10-04,2018,10,4,7,14.2625,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2019-05-08,2019,5,8,6,12.8125,8,61,2,1,1
2013-11-19,2013,11,19,8,5.8375,8,61,2,1,1
2013-12-10,2013,12,10,7,7.1875,8,61,2,1,1
2013-12-17,2013,12,17,8,4.95,8,61,2,1,1
2014-11-04,2014,11,4,7,11.625,8,61,2,1,1
2014-12-08,2014,12,8,7,3.25,8,61,2,1,1
2015-12-03,2015,12,3,8,9.125,8,61,2,1,1
2015-12-15,2015,12,15,7,5.5,8,61,2,1,1
2016-11-04,2016,11,4,7,7.875,8,61,2,1,1
2016-12-22,2016,12,22,7,5.25,8,61,2,1,1
2017-11-11,2017,11,11,5,5.2375,8,63,2,1,1
2017-11-16,2017,11,16,8,8.8125,8,61,2,1,1
2017-11-24,2017,11,24,7,6.9875,8,61,2,1,1
2017-12-02,2017,12,2,7,0.375,8,61,2,1,1
2018-11-10,2018,11,10,7,11.425,8,61,2,1,1
2018-11-11,2018,11,11,7,12.2375,8,61,2,1,1
2018-12-01,2018,12,1,7,7.1625,8,61,2,1,1
2018-12-02,2018,12,2,7,8.15,8,61,2,1,1
2016-07-25,2016,7,25,4,25.375,7,95,4,5,1
2016-07-25,2016,7,25,4,25.375,7,95,4,5,1
2016-07-25,2016,7,25,4,25.375,7,95,4,5,1
2016-07-25,2016,7,25,4,25.375,7,95,4,5,1
2016-07-25,2016,7,25,4,25.375,7,95,4,5,1
2013-07-04,2013,7,4,7,18.85,7,20,3,5,1
2013-08-01,2013,8,1,6,23.4,7,21,3,5,1
2014-06-27,2014,6,27,4,20.1625,7,95,3,5,1
2014-10-12,2014,10,12,5,15.125,7,20,3,5,1
2014-10-18,2014,10,18,7,15.25,7,21,3,5,1
2015-09-26,2015,9,26,4,15.25,7,21,3,5,1
2016-07-28,2016,7,28,4,21.25,7,20,3,5,1
2016-08-02,2016,8,2,4,19.75,7,20,3,5,1
2016-10-02,2016,10,2,3,15.75,7,21,3,5,1
2017-05-19,2017,5,19,6,17.375,7,21,3,5,1
2017-08-01,2017,8,1,6,21.375,7,21,3,5,1
2017-09-28,2017,9,28,7,15.1125,7,21,3,5,1
2018-06-16,2018,6,16,5,21.325,7,95,3,5,1
2013-07-04,2013,7,4,7,18.85,7,20,3,5,1
2013-08-01,2013,8,1,6,23.4,7,21,3,5,1
2014-06-27,2014,6,27,4,20.1625,7,95,3,5,1
2014-10-12,2014,10,12,5,15.125,7,20,3,5,1
2014-10-18,2014,10,18,7,15.25,7,21,3,5,1
2015-09-26,2015,9,26,4,15.25,7,21,3,5,1
2016-07-28,2016,7,28,4,21.25,7,20,3,5,1
2016-08-02,2016,8,2,4,19.75,7,20,3,5,1
2016-10-02,2016,10,2,3,15.75,7,21,3,5,1
2017-05-19,2017,5,19,6,17.375,7,21,3,5,1
2017-08-01,2017,8,1,6,21.375,7,21,3,5,1
2017-09-28,2017,9,28,7,15.1125,7,21,3,5,1
2018-06-16,2018,6,16,5,21.325,7,95,3,5,1
2013-07-04,2013,7,4,7,18.85,7,20,3,5,1
2013-08-01,2013,8,1,6,23.4,7,21,3,5,1
2014-06-27,2014,6,27,4,20.1625,7,95,3,5,1
2014-10-12,2014,10,12,5,15.125,7,20,3,5,1
2014-10-18,2014,10,18,7,15.25,7,21,3,5,1
2015-09-26,2015,9,26,4,15.25,7,21,3,5,1
2016-07-28,2016,7,28,4,21.25,7,20,3,5,1
2016-08-02,2016,8,2,4,19.75,7,20,3,5,1
2016-10-02,2016,10,2,3,15.75,7,21,3,5,1
2017-05-19,2017,5,19,6,17.375,7,21,3,5,1
2017-08-01,2017,8,1,6,21.375,7,21,3,5,1
2017-09-28,2017,9,28,7,15.1125,7,21,3,5,1
2018-06-16,2018,6,16,5,21.325,7,95,3,5,1
2013-07-04,2013,7,4,7,18.85,7,20,3,5,1
2013-08-01,2013,8,1,6,23.4,7,21,3,5,1
2014-06-27,2014,6,27,4,20.1625,7,95,3,5,1
2014-10-12,2014,10,12,5,15.125,7,20,3,5,1
2014-10-18,2014,10,18,7,15.25,7,21,3,5,1
2015-09-26,2015,9,26,4,15.25,7,21,3,5,1
2016-07-28,2016,7,28,4,21.25,7,20,3,5,1
2016-08-02,2016,8,2,4,19.75,7,20,3,5,1
2016-10-02,2016,10,2,3,15.75,7,21,3,5,1
2017-05-19,2017,5,19,6,17.375,7,21,3,5,1
2017-08-01,2017,8,1,6,21.375,7,21,3,5,1
2017-09-28,2017,9,28,7,15.1125,7,21,3,5,1
2018-06-16,2018,6,16,5,21.325,7,95,3,5,1
2013-07-04,2013,7,4,7,18.85,7,20,3,5,1
2013-08-01,2013,8,1,6,23.4,7,21,3,5,1
2014-06-27,2014,6,27,4,20.1625,7,95,3,5,1
2014-10-12,2014,10,12,5,15.125,7,20,3,5,1
2014-10-18,2014,10,18,7,15.25,7,21,3,5,1
2015-09-26,2015,9,26,4,15.25,7,21,3,5,1
2016-07-28,2016,7,28,4,21.25,7,20,3,5,1
2016-08-02,2016,8,2,4,19.75,7,20,3,5,1
2016-10-02,2016,10,2,3,15.75,7,21,3,5,1
2017-05-19,2017,5,19,6,17.375,7,21,3,5,1
2017-08-01,2017,8,1,6,21.375,7,21,3,5,1
2017-09-28,2017,9,28,7,15.1125,7,21,3,5,1
2018-06-16,2018,6,16,5,21.325,7,95,3,5,1
2014-01-15,2014,1,15,7,3.228571,7,28,2,5,1
2014-03-05,2014,3,5,7,4.6875,7,28,2,5,1
2014-06-24,2014,6,24,7,14.3625,7,21,2,5,1
2014-10-29,2014,10,29,7,8.375,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2015-10-09,2015,10,9,7,11.125,7,21,2,5,1
2016-04-26,2016,4,26,7,2.5,7,75,2,5,1
2017-03-07,2017,3,7,7,1.75,7,20,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-01-22,2018,1,22,7,0.675,7,77,2,5,1
2018-02-21,2018,2,21,6,2.175,7,22,2,5,1
2018-02-22,2018,2,22,7,1.1125,7,20,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2019-01-29,2019,1,29,6,1.575,7,68,2,5,1
2019-01-31,2019,1,31,7,1.4,7,20,2,5,1
2014-01-15,2014,1,15,7,3.228571,7,28,2,5,1
2014-03-05,2014,3,5,7,4.6875,7,28,2,5,1
2014-06-24,2014,6,24,7,14.3625,7,21,2,5,1
2014-10-29,2014,10,29,7,8.375,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2015-10-09,2015,10,9,7,11.125,7,21,2,5,1
2016-04-26,2016,4,26,7,2.5,7,75,2,5,1
2017-03-07,2017,3,7,7,1.75,7,20,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-01-22,2018,1,22,7,0.675,7,77,2,5,1
2018-02-21,2018,2,21,6,2.175,7,22,2,5,1
2018-02-22,2018,2,22,7,1.1125,7,20,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2019-01-29,2019,1,29,6,1.575,7,68,2,5,1
2019-01-31,2019,1,31,7,1.4,7,20,2,5,1
2014-01-15,2014,1,15,7,3.228571,7,28,2,5,1
2014-03-05,2014,3,5,7,4.6875,7,28,2,5,1
2014-06-24,2014,6,24,7,14.3625,7,21,2,5,1
2014-10-29,2014,10,29,7,8.375,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2015-10-09,2015,10,9,7,11.125,7,21,2,5,1
2016-04-26,2016,4,26,7,2.5,7,75,2,5,1
2017-03-07,2017,3,7,7,1.75,7,20,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-01-22,2018,1,22,7,0.675,7,77,2,5,1
2018-02-21,2018,2,21,6,2.175,7,22,2,5,1
2018-02-22,2018,2,22,7,1.1125,7,20,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2019-01-29,2019,1,29,6,1.575,7,68,2,5,1
2019-01-31,2019,1,31,7,1.4,7,20,2,5,1
2014-01-15,2014,1,15,7,3.228571,7,28,2,5,1
2014-03-05,2014,3,5,7,4.6875,7,28,2,5,1
2014-06-24,2014,6,24,7,14.3625,7,21,2,5,1
2014-10-29,2014,10,29,7,8.375,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2015-10-09,2015,10,9,7,11.125,7,21,2,5,1
2016-04-26,2016,4,26,7,2.5,7,75,2,5,1
2017-03-07,2017,3,7,7,1.75,7,20,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-01-22,2018,1,22,7,0.675,7,77,2,5,1
2018-02-21,2018,2,21,6,2.175,7,22,2,5,1
2018-02-22,2018,2,22,7,1.1125,7,20,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2019-01-29,2019,1,29,6,1.575,7,68,2,5,1
2019-01-31,2019,1,31,7,1.4,7,20,2,5,1
2014-01-15,2014,1,15,7,3.228571,7,28,2,5,1
2014-03-05,2014,3,5,7,4.6875,7,28,2,5,1
2014-06-24,2014,6,24,7,14.3625,7,21,2,5,1
2014-10-29,2014,10,29,7,8.375,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2015-10-09,2015,10,9,7,11.125,7,21,2,5,1
2016-04-26,2016,4,26,7,2.5,7,75,2,5,1
2017-03-07,2017,3,7,7,1.75,7,20,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-01-22,2018,1,22,7,0.675,7,77,2,5,1
2018-02-21,2018,2,21,6,2.175,7,22,2,5,1
2018-02-22,2018,2,22,7,1.1125,7,20,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2019-01-29,2019,1,29,6,1.575,7,68,2,5,1
2019-01-31,2019,1,31,7,1.4,7,20,2,5,1
2014-11-23,2014,11,23,6,6.75,7,21,2,5,1
2017-12-19,2017,12,19,7,5.9125,7,20,2,5,1
2017-12-27,2017,12,27,7,4.6125,7,21,2,5,1
2018-11-08,2018,11,8,6,11.625,7,20,2,5,1
2014-01-21,2014,1,21,7,-0.65,7,77,1,5,1
2014-01-21,2014,1,21,7,-0.65,7,77,1,5,1
2014-01-21,2014,1,21,7,-0.65,7,77,1,5,1
2014-01-21,2014,1,21,7,-0.65,7,77,1,5,1
2014-01-21,2014,1,21,7,-0.65,7,77,1,5,1
2013-08-02,2013,8,2,0,31.4375,7,0,4,4,1
2015-08-03,2015,8,3,0,26,7,0,4,4,1
2016-09-08,2016,9,8,0,25.625,7,0,4,4,1
2017-06-19,2017,6,19,1,25.375,7,0,4,4,1
2018-08-07,2018,8,7,0,32.671428,7,0,4,4,1
2013-08-02,2013,8,2,0,31.4375,7,0,4,4,1
2015-08-03,2015,8,3,0,26,7,0,4,4,1
2016-09-08,2016,9,8,0,25.625,7,0,4,4,1
2017-06-19,2017,6,19,1,25.375,7,0,4,4,1
2018-08-07,2018,8,7,0,32.671428,7,0,4,4,1
2013-08-02,2013,8,2,0,31.4375,7,0,4,4,1
2015-08-03,2015,8,3,0,26,7,0,4,4,1
2016-09-08,2016,9,8,0,25.625,7,0,4,4,1
2017-06-19,2017,6,19,1,25.375,7,0,4,4,1
2018-08-07,2018,8,7,0,32.671428,7,0,4,4,1
2013-08-02,2013,8,2,0,31.4375,7,0,4,4,1
2015-08-03,2015,8,3,0,26,7,0,4,4,1
2016-09-08,2016,9,8,0,25.625,7,0,4,4,1
